G1GMP-2403-MONOMER	G1GMP-2403	Q8EDX4	uridine kinase Udk	Udk
G1GMP-4274-MONOMER	G1GMP-4274	Q8E8N7	predicted phosphoribosyltransferase ComF family	
G1GMP-1972-MONOMER	G1GMP-1972	Q8EF48	two component signal transduction system histidine kinase	
G1GMP-2720-MONOMER	G1GMP-2720	Q8ED25	Lambda phage protein with carbohydrate-binding module	
G1GMP-2372-MONOMER	G1GMP-2372	K4PSS1	ISSod23 transposase TnpA_ISSod23	TnpA
G1GMP-4171-MONOMER	G1GMP-4171	Q8E8Z0	formate dehydrogenase FeS subunit FdhB	FdhB
G1GMP-2994-MONOMER	G1GMP-2994	Q8ECC8	flagellar export protein FlhB	FlhB
G1GMP-4340-MONOMER	G1GMP-4340	Q8E8G8	3-methyladenine DNA glycosylase	
G1GMP-1137-MONOMER	G1GMP-1137	Q8EHJ4	c-di-GMP-binding protein	
G1GMP-3316-MONOMER	G1GMP-3316	Q8EBG2	diguanylate cyclase with GAF sensory domain	
G1GMP-440-MONOMER	G1GMP-440	Q8EJK0	neutral zinc metallopeptidase family protein	
G1GMP-822-MONOMER	G1GMP-822	Q8EIF9	peptidase S33 family YheT	YheT
G1GMP-3116-MONOMER	G1GMP-3116	Q8EBZ7	ferrochelatase HemH	HemH
G1GMP-2574-MONOMER	G1GMP-2574	Q8EDG4	23S rRNA (guanine(745)-N(1))-methyltransferase	RlmA
G1GMP-3284-MONOMER	G1GMP-3284	Q8CMJ3	ISSod4 transposase TnpA_ISSod4	TnpA
G1GMP-1257-MONOMER	G1GMP-1257	Q8CX44	tRNA (guanine-N1)-methyltransferase TrmD	TrmD
G1GMP-2780-MONOMER	G1GMP-2780	Q8ECW6	Lambda phage type II restriction modification system cytosine-5 DNA methyltransferase Dcm	Dcm
G1GMP-2873-MONOMER	G1GMP-2873	Q8ECN4	thiophosphate efflux pump MFP component	
G1GMP-1937-MONOMER	G1GMP-1937	Q8EF79	periplasmic glucan biosynthesis protein OpgG	OpgG
G1GMP-1361-MONOMER	G1GMP-1361	Q8EGX0	CP4-57-like prophage integrase IntA	IntA
G1GMP-4587-MONOMER	G1GMP-4587	Q8E7Z5	hypothetical protein	
G1GMP-2373-MONOMER	G1GMP-2373	Q8EE02	methionine-R-sulfoxide reductase SelR	SelR
G1GMP-963-MONOMER	G1GMP-963	K4PW04	hypothetical protein	
G1GMP-378-MONOMER	G1GMP-378	Q8EJR9	global transcriptional activator Fis	Fis
G1GMP-3423-MONOMER	G1GMP-3423	Q8EB55	protein of unknown function DUF2131	
G1GMP-688-MONOMER	G1GMP-688	Q8EIU6	predicted inner membrane protein	
G1GMP-566-MONOMER	G1GMP-566	Q8EJ75	hypothetical protein	
G1GMP-3554-MONOMER	G1GMP-3554	Q8EAR7	hypothetical protein	
G1GMP-3681-MONOMER	G1GMP-3681	Q8EAE0	magnesium transporter MgtE family	
G1GMP-3803-MONOMER	G1GMP-3803	K4PSX0	MSHA biogenesis protein MshI1	
G1GMP-1138-MONOMER	G1GMP-1138	Q8EHJ3	TMAO-responsive two component signal transduction system response regulator TorR	TorR
G1GMP-4172-MONOMER	G1GMP-4172	Q8E8Y9	formate dehydrogenase cytochrome b subunit FdhC	FdhC
G1GMP-1420-MONOMER	G1GMP-1420	Q8EGQ7	isocitrate dehydrogenase NAD-dependent	
G1GMP-4494-MONOMER	G1GMP-4494	Q8E849	ISSod8, transposase	
G1GMP-128-MONOMER	G1GMP-128	Q8EKF9	23S rRNA (adenine1618-N6)-methyltransferase RlmF	RlmF
G1GMP-35-MONOMER	G1GMP-35	Q8EKQ5	protein of unknown function DUF494 Smg	Smg
G1GMP-2374-MONOMER	G1GMP-2374	Q8EE01	2OG-Fe(II) oxygenase family protein	
G1GMP-2995-MONOMER	G1GMP-2995	Q8ECC7	flagellar export protein FliR	FliR
G1GMP-4341-MONOMER	G1GMP-4341	Q8E8G7	glutathione S-transferase Gst	Gst
G1GMP-823-MONOMER	G1GMP-823	Q8EIF8	predicted TAT leader-containing periplasmic protein	
G1GMP-2575-MONOMER	G1GMP-2575	Q8EDG3	oxidoreductase iron/ascorbate family	
G1GMP-3860-MONOMER	G1GMP-3860	Q7CCS5	ISSod1 transposase TnpA_ISSod1	TnpA
G1GMP-3928-MONOMER	G1GMP-3928	Q8E9L8	subfamily S9C unassigned peptidase	
G1GMP-3117-MONOMER	G1GMP-3117	Q8EBZ6	periplasmic glutathione peroxidase	
G1GMP-2111-MONOMER	G1GMP-2111	Q8EER0	camphor resistance protein CrcB	CrcB
G1GMP-1258-MONOMER	G1GMP-1258	Q8EH70	50S ribosomal protein L19 RplS	RplS
G1GMP-1021-MONOMER	G1GMP-1021	Q8EHV3	Fe-S assembly/repair lipoprotein ApbE	ApbE
G1GMP-3244-MONOMER	G1GMP-3244	Q8EBN4	disulfide bond formation facilitator	
G1GMP-2874-MONOMER	G1GMP-2874	Q8ECN3	thiophosphate efflux pump permease component	
G1GMP-234-MONOMER	G1GMP-234	Q8EK55	30S ribosomal protein S8 RpsH	RpsH
G1GMP-689-MONOMER	G1GMP-689	P46149	predicted periplasmic protein	
G1GMP-567-MONOMER	G1GMP-567	Q8CMJ3	ISSod4 transposase TnpA_ISSod4	TnpA
G1GMP-1753-MONOMER	G1GMP-1753	Q8EFR7	periplasmic protein with peptidoglycan binding domain	
G1GMP-2375-MONOMER	G1GMP-2375	Q8EE00	50s ribosomal subunit maturation GTPase RbgA	RbgA
G1GMP-309-MONOMER	G1GMP-309	Q8EJY4	secreted protein of unknown function DUF500	
G1GMP-1804-MONOMER	G1GMP-1804	Q8EFL6	hypothetical protein	
G1GMP-2040-MONOMER	G1GMP-2040	Q8EEY2	CBS domain containing protein	
G1GMP-1973-MONOMER	G1GMP-1973	Q8EF47	hypothetical protein	
G1GMP-1537-MONOMER	G1GMP-1537	Q8EGD3	maleylacetoacetate isomerase MaiA	MaiA
G1GMP-1576-MONOMER	G1GMP-1576	Q8EG91	protein of unknown function DUF1415	
G1GMP-3424-MONOMER	G1GMP-3424	Q8EB54	universal stress protein family	
G1GMP-3555-MONOMER	G1GMP-3555	Q8EAR6	SirB family protein	
G1GMP-2659-MONOMER	G1GMP-2659	Q8ED83	Fe/Mn superoxide dismutase SodB	SodB
G1GMP-3682-MONOMER	G1GMP-3682	Q8EAD9	orphan ABC-type transport system substrate-binding component	
G1GMP-3804-MONOMER	G1GMP-3804	Q8E9Z4	signalling protein with GGDEF and EAL domains MshH	MshH
G1GMP-441-MONOMER	G1GMP-441	Q8EJJ9	NUDIX family hydrolase	
G1GMP-4275-MONOMER	G1GMP-4275	Q8E8N6	biotin biosynthesis carboxylesterase BioH	BioH
G1GMP-1489-MONOMER	G1GMP-1489	Q8EGI4	tRNA pseudouridine synthase C-associated protein of unknown function DUF446 YqcC	YqcC
G1GMP-1841-MONOMER	G1GMP-1841	Q8EFH5	cold-active zinc metallopeptidase M1 family	
G1GMP-1139-MONOMER	G1GMP-1139	Q8EHJ2	periplasmic component of the TorRS TMAO sensory system TorT	TorT
G1GMP-162-MONOMER	G1GMP-162	Q8EKC0	T2aSS secretion system inner membrane platform protein GspM	GspM
G1GMP-379-MONOMER	G1GMP-379	Q8EJR8	tRNA-dihydrouridine synthase DusB	DusB
G1GMP-101-MONOMER	G1GMP-101	Q8EKI8	L-seryl-tRNA selenium transferase SelA	SelA
G1GMP-467-MONOMER	G1GMP-467	Q8EJH3	flavoprotein oxygenase	
G1GMP-2376-MONOMER	G1GMP-2376	Q8EDZ9	protein of unknown function DUF1379	
G1GMP-2721-MONOMER	G1GMP-2721	Q8ED24	Lambda phage protein of known function	
G1GMP-2996-MONOMER	G1GMP-2996	Q8ECC6	flagellar export protein FliQ	FliQ
G1GMP-1911-MONOMER	G1GMP-1911	Q8CMJ3	ISSod4 transposase TnpA_ISSod4	TnpA
G1GMP-824-MONOMER	G1GMP-824	Q8EIF7	oxidoreductase GMC family	
G1GMP-1661-MONOMER	G1GMP-1661	Q8EG04	protein of unknown function DUF463 YcjX	YcjX
G1GMP-1879-MONOMER	G1GMP-1879	Q8EFE0	DNA recombination protein RmuC	RmuC
G1GMP-2576-MONOMER	G1GMP-2576	Q8EDG2	exodeoxyribonuclease I SbcB	SbcB
G1GMP-1363-MONOMER	G1GMP-1363	Q8EGW8	SsrA-binding protein SmpB	SmpB
G1GMP-3118-MONOMER	G1GMP-3118	Q8EBZ5	pilus retraction ATPase PilU	PilU
G1GMP-4495-MONOMER	G1GMP-4495	Q8E848	resolvase family site-specific recombinase	
G1GMP-1259-MONOMER	G1GMP-1259	Q8EH69	phospho-2-dehydro-3-deoxyheptonate aldolase tyr-sensitive AroF	AroF
G1GMP-2781-MONOMER	G1GMP-2781	K4PW13	Lambda phage uncharacterized protein	
G1GMP-2875-MONOMER	G1GMP-2875	Q8ECN2	inner membrane protein of unknown function DUF2892	
G1GMP-4173-MONOMER	G1GMP-4173	Q8E8Y8	Fnr-inducible formate dehydrogenase accessory protein FdhX	FdhX
G1GMP-690-MONOMER	G1GMP-690	Q8EIU5	TonB-dependent nickel receptor NicT	NicT
G1GMP-568-MONOMER	G1GMP-568	Q8EJ73	hydroxyethylthiazole kinase-related protein YjeF	YjeF
G1GMP-1772-MONOMER	G1GMP-1772	Q8EFP7	RND superfamily efflux pump permease component 1	
G1GMP-3425-MONOMER	G1GMP-3425	Q8EB53	universal stress protein family	
G1GMP-2377-MONOMER	G1GMP-2377	Q8EDZ8	dihydroorotate dehydrogenase PyrD	PyrD
G1GMP-1613-MONOMER	G1GMP-1613	Q8EG47	transcriptional regulator AltA	AltA
G1GMP-825-MONOMER	G1GMP-825	Q8EIF6	glutathione-dependent formaldehyde-activating enzyme GfaA	GfaA
G1GMP-3556-MONOMER	G1GMP-3556	Q8EAR5	acteyltransferase GNAT family	
G1GMP-1140-MONOMER	G1GMP-1140	Q8EHJ1	TMAO-responsive two component signal transduction system hybrid histidine kinase/response regulator TorS	TorS
G1GMP-1022-MONOMER	G1GMP-1022	Q8EHV2	protein of unknown function DUF539	
G1GMP-3683-MONOMER	G1GMP-3683	Q8EAD7	putative outer membrane lipoprotein YiaD	YiaD
G1GMP-3805-MONOMER	G1GMP-3805	Q8E9Z2	NADP-dependent malate dehydrogenase (oxaloacetate-decarboxylating) MaeB	MaeB
G1GMP-4174-MONOMER	G1GMP-4174	Q8E8Y7	Fnr-inducilble formate dehydrogenase molybdopterin-binding subunit FdhA	FdhA
G1GMP-1421-MONOMER	G1GMP-1421	Q8EGQ6	periplasmic peptidase family S9	
G1GMP-2112-MONOMER	G1GMP-2112	Q8EEQ9	seryl-tRNA synthetase SerS	SerS
G1GMP-964-MONOMER	G1GMP-964	Q8EI11	ABC-type arginine uptakesystem ATPase component ArtM	ArtM
G1GMP-36-MONOMER	G1GMP-36	Q8EKQ4	putative DNA topoisomerase YrdD	YrdD
G1GMP-2378-MONOMER	G1GMP-2378	Q8EDZ7	glutamate dehydrogenase (NAD+) Gdh	Gdh
G1GMP-2997-MONOMER	G1GMP-2997	Q8ECC5	flagellar export protein FliP	FliP
G1GMP-693-MONOMER	G1GMP-693	Q8EIU4	Dyp-type heme-dependent peroxidase	
G1GMP-569-MONOMER	G1GMP-569	Q8EJ72	ATPase YjeE	YjeE
G1GMP-1698-MONOMER	G1GMP-1698	Q8EFW5	DnaJ domain protein	
G1GMP-2577-MONOMER	G1GMP-2577	Q8EDG1	cytidine deaminase Cdd	Cdd
G1GMP-3862-MONOMER	G1GMP-3862	Q8E9S9	hypothetical protein	
G1GMP-3929-MONOMER	G1GMP-3929	Q8E9L6	GTP cyclohydrolase I FolE	FolE
G1GMP-3119-MONOMER	G1GMP-3119	Q8EBZ4	pilus retraction protein PilT	PilT
G1GMP-3245-MONOMER	G1GMP-3245	Q8EBN3	periplasmic pilin biogenesis protein	
G1GMP-2876-MONOMER	G1GMP-2876	Q8ECN1	periplasmic rhodanese domain protein	
G1GMP-235-MONOMER	G1GMP-235	Q8EK54	50S ribosomal protein L6 RplF	RplF
G1GMP-2041-MONOMER	G1GMP-2041	Q8EEY1	ATP-dependent helicase HrpA	HrpA
G1GMP-310-MONOMER	G1GMP-310	Q8EJY3	predicted membrane protein	
G1GMP-3426-MONOMER	G1GMP-3426	Q8EB52	protein of unknown function DUF3478	
G1GMP-1454-MONOMER	G1GMP-1454	Q8EGM0	TonB-dependent haem/haemoglobin receptor	
G1GMP-1974-MONOMER	G1GMP-1974	Q8EF46	exodeoxyribonuclease V alpha subunit RecD	RecD
G1GMP-2379-MONOMER	G1GMP-2379	Q8EDZ6	MMPL family efflux pump	
G1GMP-442-MONOMER	G1GMP-442	Q8EJJ7	toxin-antitoxin system antidote	
G1GMP-4496-MONOMER	G1GMP-4496	Q8E847	hypothetical protein	
G1GMP-1141-MONOMER	G1GMP-1141	Q8EHJ0	TorA-specific chaperone TorD	TorD
G1GMP-3317-MONOMER	G1GMP-3317	Q8EBG1	glycosyl hydrolase family 23	
G1GMP-380-MONOMER	G1GMP-380	Q8EJR7	ribosomal protein L11 methyltransferase PrmA	PrmA
G1GMP-1260-MONOMER	G1GMP-1260	Q8EH68	bifunctional chorismate mutase T/prephenate dehydrogenase TyrA	TyrA
G1GMP-4276-MONOMER	G1GMP-4276	Q8E8N5	glutamine rich protein	
G1GMP-3557-MONOMER	G1GMP-3557	Q8EAR4	peptide release factor glutamine N5-methylase PrmC	PrmC
G1GMP-2660-MONOMER	G1GMP-2660	Q8ED82	serine protein kinase PrkA	PrkA
G1GMP-3285-MONOMER	G1GMP-3285	Q8EBJ3	type IV pilin system protein	
G1GMP-3806-MONOMER	G1GMP-3806	Q8E9Z0	50S ribosomal protein L31 RpmE	RpmE
G1GMP-3684-MONOMER	G1GMP-3684	Q8EAD4	transposase domain protein	
G1GMP-4175-MONOMER	G1GMP-4175	Q8E8Y6	Fnr-inducible formate dehydrogenase FeS subunit FdhB	FdhB
G1GMP-2722-MONOMER	G1GMP-2722	Q8ED23	Lambda phage tail assembly protein K	
G1GMP-499-MONOMER	G1GMP-499	Q8EJE0	antibiotic biosynthesis monooxygenase family protein	
G1GMP-4342-MONOMER	G1GMP-4342	Q8E8G6	hypothetical protein	
G1GMP-2380-MONOMER	G1GMP-2380	Q8EDZ5	BNR repeat protein	
G1GMP-129-MONOMER	G1GMP-129	Q8EKF8	lipoprotein of unknown function DUF333	
G1GMP-694-MONOMER	G1GMP-694	Q8EIU3	gamma-glutamyltransferase GgtB	GgtB
G1GMP-2998-MONOMER	G1GMP-2998	Q8ECC4	flagellar export protein FliO	FliO
G1GMP-1364-MONOMER	G1GMP-1364	Q8EGW7	lipid binding/transport family protein YfjG	YfjG
G1GMP-826-MONOMER	G1GMP-826	Q8EIF5	protein of unknown function DUF2390	
G1GMP-2782-MONOMER	G1GMP-2782	Q8ECW5	Lambda phage uncharacterized protein	
G1GMP-2578-MONOMER	G1GMP-2578	Q8EDG0	protein of unknown function DUF1289	
G1GMP-3427-MONOMER	G1GMP-3427	Q8EB51	coniferyl aldehyde dehydrogenase CalB	CalB
G1GMP-3120-MONOMER	G1GMP-3120	Q8EBZ3	PLP-dependent amino acid racemase YggS	YggS
G1GMP-2877-MONOMER	G1GMP-2877	Q8ECN0	extracellular serine alkaline protease SapSH	
G1GMP-1142-MONOMER	G1GMP-1142	Q8EHI9	trimethylamine-N-oxide reductase TorA	TorA
G1GMP-1649-MONOMER	G1GMP-1649	Q8EG15	peptidyl-prolyl cis-trans isomerse PpiD	PpiD
G1GMP-2381-MONOMER	G1GMP-2381	Q8EDZ4	putative periplasmic protein of unknown function DUF1329	
G1GMP-1261-MONOMER	G1GMP-1261	Q8EH67	hydroxylamine reductase Hcp	Hcp
G1GMP-236-MONOMER	G1GMP-236	Q8EK53	50S ribosomal protein L18 RplR	RplR
G1GMP-1538-MONOMER	G1GMP-1538	Q8EGD2	protein of unknown function DUF925	
G1GMP-965-MONOMER	G1GMP-965	Q8EI10	ABC-type arginine uptakesystem permease component ArtQ	ArtQ
G1GMP-37-MONOMER	G1GMP-37	Q8EKQ3	threonylcarbamoyladenosine t(6)A tRNA modification protein RimN	RimN
G1GMP-1423-MONOMER	G1GMP-1423	Q8CLZ2	ISSod3 transposase TnpA_ISSod3	TnpA
G1GMP-3558-MONOMER	G1GMP-3558	Q8EAR3	peptide chain release factor 1 PrfA	PrfA
G1GMP-3807-MONOMER	G1GMP-3807	Q8E9Y9	protein with C-terminal FimV core domain	
G1GMP-3685-MONOMER	G1GMP-3685	Q8EAD3	Ser/Thr protein kinase	
G1GMP-1805-MONOMER	G1GMP-1805	Q8EFL5	phosphatidylethanolamine-binding protein	
G1GMP-695-MONOMER	G1GMP-695	Q8EIU2	ABC-type Fe3+ uptake system ATPase component FbpC	FbpC
G1GMP-570-MONOMER	G1GMP-570	Q8EJ71	N-acetylmuramoyl-L-alanine amidase AmiB	AmiB
G1GMP-311-MONOMER	G1GMP-311	Q8EJY2	nitrosative stress induced protein YgbA	YgbA
G1GMP-1577-MONOMER	G1GMP-1577	Q8EG90	putative amino acid efflux permease RhtB family	
G1GMP-2382-MONOMER	G1GMP-2382	Q8EDZ3	outer membrane protein of unknown function DUF1302	
G1GMP-102-MONOMER	G1GMP-102	Q8EKI7	selenocysteine-specific translation elongation factor SelB	SelB
G1GMP-2044-MONOMER	G1GMP-2044	Q8EEX7	hypothetical protein	
G1GMP-2999-MONOMER	G1GMP-2999	Q8ECC3	flagellar motor switching and energizing component FliN	FliN
G1GMP-4343-MONOMER	G1GMP-4343	Q8E8G5	oligopeptidase A PrlC	PrlC
G1GMP-1842-MONOMER	G1GMP-1842	Q8EFH4	protein of unknown function DUF3389	
G1GMP-2579-MONOMER	G1GMP-2579	Q8EDF9	glyoxalase family protein	
G1GMP-4497-MONOMER	G1GMP-4497	Q8E846	plasmid stabilization protein ParE, putative	
G1GMP-443-MONOMER	G1GMP-443	K4PW02	toxin module of toxin-antitoxin system YafO family	
G1GMP-3428-MONOMER	G1GMP-3428	Q8EB50	transcriptional repressor of aromatic compound utilization CalR	CalR
G1GMP-4176-MONOMER	G1GMP-4176	Q8E8Y5	Fnr-inducible formate dehydrogenase cytochrome b subunit FdhC	FdhC
G1GMP-2878-MONOMER	G1GMP-2878	Q8ECM9	protein of unknown function YaeQ	YaeQ
G1GMP-3863-MONOMER	G1GMP-3863	Q8E9S7	protein of unknown function DUF386	
G1GMP-3930-MONOMER	G1GMP-3930	Q8E9L5	orotate phosphoribosyltransferase PyrE	PyrE
G1GMP-3121-MONOMER	G1GMP-3121	Q8EBZ1	pyrroline-5-carboxylate reductase ProC	ProC
G1GMP-1143-MONOMER	G1GMP-1143	Q8EHI8	trimethylamine N-oxide reductase membrane anchored cytochrome c component TorC	TorC
G1GMP-3247-MONOMER	G1GMP-3247	Q8CM94	ISSod6 transposase TnpA_ISSod6	TnpA
G1GMP-2383-MONOMER	G1GMP-2383	Q8EDZ2	protein of unknown function DUF2835	
G1GMP-1912-MONOMER	G1GMP-1912	Q8EFA6	hypothetical protein	
G1GMP-827-MONOMER	G1GMP-827	Q8EIF4	ABC transporter ATP-binding protein	YheS
G1GMP-381-MONOMER	G1GMP-381	Q8EJR6	quinol:fumarate reductase menaquinol-oxidizing subunit FrdC	FrdC
G1GMP-1262-MONOMER	G1GMP-1262	Q8EH66	NADH oxidoreductase Hcr	Hcr
G1GMP-1740-MONOMER	G1GMP-1740	Q8EFT0	putative cytoplasmic protein	
G1GMP-4277-MONOMER	G1GMP-4277	Q8E8N4	membrane sulfatase HI1246 family	
G1GMP-2113-MONOMER	G1GMP-2113	Q8EEQ8	hypothetical protein	
G1GMP-1662-MONOMER	G1GMP-1662	Q8EG03	inner membrane protein of unknown function DUF697 YcjF	YcjF
G1GMP-571-MONOMER	G1GMP-571	Q8EJ70	DNA mismatch repair protein MutL	MutL
G1GMP-2661-MONOMER	G1GMP-2661	P59352	protein of unknown function DUF444	
G1GMP-3808-MONOMER	G1GMP-3808	Q8E9Y8	primosomal replication protein N' PriA	PriA
G1GMP-1880-MONOMER	G1GMP-1880	Q8EFD9	oxidoreductase molybdenum-binding subunit YedY	YedY
G1GMP-696-MONOMER	G1GMP-696	Q8EIU1	ABC-type Fe3+ uptake system permease component FbpB	FbpB
G1GMP-4177-MONOMER	G1GMP-4177	Q8E8Y4	TonB-dependent siderophore receptor	
G1GMP-1975-MONOMER	G1GMP-1975	Q8EF45	exodeoxyribonuclease V beta subunit RecB	RecB
G1GMP-1490-MONOMER	G1GMP-1490	K4PU09	tRNA pseudouridine65 synthase TruC	TruC
G1GMP-3559-MONOMER	G1GMP-3559	Q8EAR2	glutamyl-tRNA reductase HemA	HemA
G1GMP-1023-MONOMER	G1GMP-1023	Q8EHV1	bacterioferritin subunit 2 Bfr2	
G1GMP-3686-MONOMER	G1GMP-3686	Q8EAD2	lipoprotein of unknown function DUF2799	
G1GMP-1365-MONOMER	G1GMP-1365	Q8EGW6	UPF0125 family protein YfjF	YfjF
G1GMP-2723-MONOMER	G1GMP-2723	Q8ED22	Lambda phage minor tail protein L	
G1GMP-163-MONOMER	G1GMP-163	Q8EKB9	T2aSS secretion system protein GspN	GspN
G1GMP-2384-MONOMER	G1GMP-2384	Q8EDZ0	alanyl aminopeptidase PepN	PepN
G1GMP-3429-MONOMER	G1GMP-3429	Q8EB49	curli secretion apparatus outer membrane lipoprotein component CsgG	CsgG
G1GMP-3000-MONOMER	G1GMP-3000	Q8ECC2	flagellar motor switching and energizing component FliM	FliM
G1GMP-1144-MONOMER	G1GMP-1144	Q8EHI7	transmembrane component of the trimethylamine N-oxide reductase system TorE	TorE
G1GMP-2580-MONOMER	G1GMP-2580	Q8EDF8	inner membrane protein of unknown function DUF445	
G1GMP-966-MONOMER	G1GMP-966	Q8EI09	ABC-type arginine uptakesystem substrate-binding component ArtI	ArtI
G1GMP-1614-MONOMER	G1GMP-1614	Q8EG46	streptogramin A acetyl transferase SatA	SatA
G1GMP-2783-MONOMER	G1GMP-2783	Q8ECW4	Lambda phage uncharacterized protein	
G1GMP-2879-MONOMER	G1GMP-2879	Q8ECM8	bifunctional 13-dimethyluroporphyrinogen III dehydrogenase/siroheme ferrochelatase	
G1GMP-3122-MONOMER	G1GMP-3122	Q8EBZ0	inner membrane osmoregulator protein YggT	YggT
G1GMP-828-MONOMER	G1GMP-828	Q8EIF3	putative metal-binding protein of unknown function DUF2387	
G1GMP-1263-MONOMER	G1GMP-1263	Q8EH65	predicted membrane protein	
G1GMP-237-MONOMER	G1GMP-237	P59124	30S ribosomal protein S5 RpsE	RpsE
G1GMP-2385-MONOMER	G1GMP-2385	Q8EDY9	periplasmic C-terminal processing protease Prc	Prc
G1GMP-500-MONOMER	G1GMP-500	Q8EJD9	radical SAM protein	
G1GMP-4499-MONOMER	G1GMP-4499	Q7CCS5	ISSod1, transposase OrfA	
G1GMP-38-MONOMER	G1GMP-38	Q8EKQ2	aerobic coproporphyrinogen III oxidase HemF	HemF
G1GMP-1424-MONOMER	G1GMP-1424	Q8EGQ5	hypothetical protein	
G1GMP-697-MONOMER	G1GMP-697	Q8EIU0	ABC-type Fe3+ uptake system substrate-binding component FbpA	FbpA
G1GMP-572-MONOMER	G1GMP-572	Q8CX50	tRNA dimethylallyltransferase MiaA	MiaA
G1GMP-4178-MONOMER	G1GMP-4178	Q8E8Y1	sodium-dependent transporter BASS family	
G1GMP-2045-MONOMER	G1GMP-2045	Q8EEX5	phosphotransferase system (PTS) glucose-specific IIA component Crr	Crr
G1GMP-3809-MONOMER	G1GMP-3809	Q8E9Y7	arginyl-tRNA synthetase ArgS	ArgS
G1GMP-3560-MONOMER	G1GMP-3560	Q8EAR1	outer membrane lipoprotein LolB	LolB
G1GMP-3687-MONOMER	G1GMP-3687	Q8EAD1	membrane protein PAP2 superfamily	
G1GMP-1703-MONOMER	G1GMP-1703	Q8EFW4	23S rRNA (guanine2445-N2)-methyltransferase RlmL	RlmL
G1GMP-444-MONOMER	G1GMP-444	Q8EJJ6	DNA helicase II UvrD	UvrD
G1GMP-4344-MONOMER	G1GMP-4344	Q8E8G4	outer membrane porin	
G1GMP-312-MONOMER	G1GMP-312	Q8EJY1	protein YchN	YchN
G1GMP-2386-MONOMER	G1GMP-2386	Q8EDY8	activator protein ProQ	ProQ
G1GMP-3430-MONOMER	G1GMP-3430	Q8EB48	curli secretion apparatus component CsgF	CsgF
G1GMP-3001-MONOMER	G1GMP-3001	Q8ECC1	flagellar basal body protein FliL	FliL
G1GMP-1938-MONOMER	G1GMP-1938	Q8EF78	glucan biosynthesis glucosyltransferase family 2 OpgH	OpgH
G1GMP-1145-MONOMER	G1GMP-1145	Q8EHI5	purine transporter AzgA family	
G1GMP-1264-MONOMER	G1GMP-1264	Q8EH64	sodium:proton antiporter CPA1 family	
G1GMP-4179-MONOMER	G1GMP-4179	Q8E8Y0	coproporphyrinogen III oxidase oxygen-independent	
G1GMP-1455-MONOMER	G1GMP-1455	Q8EGL9	PhnA domain protein	
G1GMP-3123-MONOMER	G1GMP-3123	Q8EBY9	protein of unknown function DUF167 YggU	YggU
G1GMP-2581-MONOMER	G1GMP-2581	Q8EDF7	glyoxalase family protein	
G1GMP-829-MONOMER	G1GMP-829	Q8EIF2	agmatine deiminase AguA	AguA
G1GMP-3318-MONOMER	G1GMP-3318	Q8EBG0	predicted lipoprotein	
G1GMP-2880-MONOMER	G1GMP-2880	Q8ECM7	zinc-finger-like domain-containing protein	
G1GMP-3864-MONOMER	G1GMP-3864	Q8E9S6	inorganic pyrophosphatase manganese-dependent PpaC	PpaC
G1GMP-3931-MONOMER	G1GMP-3931	Q8E9L4	ribonuclease PH Rph	Rph
G1GMP-573-MONOMER	G1GMP-573	Q8EJ69	RNA-binding pleiotrophic regulator Hfq	Hfq
G1GMP-2114-MONOMER	G1GMP-2114	Q8EEQ7	serine protease inhibitor ecotin EcoT	EcoT
G1GMP-3248-MONOMER	G1GMP-3248	Q8EBN0	cold-active protein-tyrosine phosphatase	
G1GMP-4180-MONOMER	G1GMP-4180	Q8E8X9	Rad51 domain protein	
G1GMP-4278-MONOMER	G1GMP-4278	Q8E8N3	transcriptional accessory protein Tex	Tex
G1GMP-1976-MONOMER	G1GMP-1976	Q8EF44	exodeoxyribonuclease V gamma subunit RecC	RecC
G1GMP-2387-MONOMER	G1GMP-2387	Q8EDY7	free methionine-R-sulfoxide reductase YebR	YebR
G1GMP-382-MONOMER	G1GMP-382	Q8EJR5	quinol:fumarate reductase menaquinol-oxidizing subunit FrdC	FrdC
G1GMP-468-MONOMER	G1GMP-468	K4PSD0	hypothetical protein	
G1GMP-698-MONOMER	G1GMP-698	Q8EIT9	hypothetical protein	
G1GMP-2662-MONOMER	G1GMP-2662	Q8ED81	SpoVR family protein	
G1GMP-3810-MONOMER	G1GMP-3810	Q8E9Y6	cell division protein FtsN	FtsN
G1GMP-3431-MONOMER	G1GMP-3431	Q8EB47	curli secretion apparatus substrate specificity factor CsgE	CsgE
G1GMP-1366-MONOMER	G1GMP-1366	Q8EGW5	beta barrel protein translocation component BamE	BamE
G1GMP-3561-MONOMER	G1GMP-3561	Q8EAR0	4-diphosphocytidyl-2C-methyl-D-erythritol kinase	IspE
G1GMP-1539-MONOMER	G1GMP-1539	Q8EGD1	outer membrane protein OmpW	OmpW
G1GMP-3286-MONOMER	G1GMP-3286	Q8EBJ2	type IV minor pilin protein PilE	PilE
G1GMP-3689-MONOMER	G1GMP-3689	Q8EAC7	ammonia-forming nitrite reductase NrfA	NrfA
G1GMP-4181-MONOMER	G1GMP-4181	Q8E8X8	putative periplasmic protein	
G1GMP-2388-MONOMER	G1GMP-2388	Q8EDY6	UV induced SOS regulon protein YebG	YebG
G1GMP-1146-MONOMER	G1GMP-1146	Q8EHI4	CBS domain containing protein	
